template,proportion
The [X] ownershipped of Dodgers that [Y],1
The [X] remained until [Y],1
The [X] withdrew the suit that [Y],1
The [X] upgraded the 767 that [Y],1
The [X] understood but [Y],1
The [X] denounced the leniency that [Y],1
The [X] made the Labyrinth that [Y],1
The [X] was on leave that [Y],1
The [X] called a him that [Y],1
The [X] let unless [Y],1
The [X] returned to Chicago that [Y],1
The [X] continued an schedule that [Y],1
The [X] performed at House that [Y],1
The [X] had the reference that [Y],1
The [X] fled to Lundy that [Y],1
The [X] agreed the island that [Y],1
The [X] became player [Y],1
The [X] described the that that [Y],1
The [X] won favour [Y],1
The [X] voted appoint Malenkov but [Y],1
The [X] reported the members that [Y],1
The [X] announced to Politburo that [Y],1
The [X] opposed the alliance that [Y],1
The [X] acknowledged the value that [Y],1
The [X] equated the ratio that [Y],1
The [X] developed an theory that [Y],1
The [X] started pursuing quality and [Y],1
The [X] served as Commissioner that [Y],1
The [X] lawed at University that [Y],1
The [X] studied violin [Y],1
The [X] was a natural [Y],1
The [X] made at time that [Y],1
The [X] lost any allies that [Y],1
The [X] remained Minister [Y],1
The [X] mounted a campaign that [Y],1
The [X] worked the founder and [Y],1
The [X] subdivided the day that [Y],1
The [X] depicted life [Y],1
The [X] defined the proletariat that [Y],1
The [X] argued insufficient that [Y],1
The [X] arrived in America that [Y],1
The [X] visited engaged while [Y],1
The [X] enjoyed pleased and [Y],1
The [X] was an Catholic and [Y],1
The [X] tried fulfill what [Y],1
The [X] defined these terms that [Y],1
The [X] rejected any speculation that [Y],1
The [X] concluded those script that [Y],1
The [X] appeared succeed Mazarin and [Y],1
The [X] received a ambassador that [Y],1
The [X] praised Bertha [Y],1
The [X] consecrated Laurence before [Y],1
The [X] prepared as kind that [Y],1
The [X] faced chores and [Y],1
The [X] made drawings [Y],1
The [X] was the character and [Y],1
The [X] resented the story that [Y],1
The [X] returned to life that [Y],1
The [X] merged the powers that [Y],1
The [X] fell into category that [Y],1
The [X] informed Berlin and [Y],1
The [X] disengaged the boats that [Y],1
The [X] recalled the notes that [Y],1
The [X] worked at Conservatory that [Y],1
The [X] fled to Sipylus that [Y],1
The [X] took Marina [Y],1
The [X] conquered the area that [Y],1
The [X] introduced Christianity [Y],1
The [X] broke flowers and [Y],1
The [X] had the hero because [Y],1
The [X] lost a fight that [Y],1
The [X] reacquired the ring that [Y],1
The [X] claimed the ones that [Y],1
The [X] assumed an honor but [Y],1
The [X] was taken to Kandor that [Y],1
The [X] managed cure Lena before [Y],1
The [X] decided assume symbol but [Y],1
The [X] held a degree that [Y],1
The [X] shot the Mayor that [Y],1
The [X] succeeded Prabhakaran but [Y],1
The [X] had connections than [Y],1
The [X] placed what [Y],1
The [X] recanted after [Y],1
The [X] exclaimed in story that [Y],1
The [X] reacted if [Y],1
The [X] revealed to Daisy that [Y],1
The [X] stated after sojourn that [Y],1
The [X] leaved Adam as [Y],1
The [X] was tutored and [Y],1
The [X] sent Lorenzo [Y],1
The [X] collapsed because loans that [Y],1
The [X] went with Lucrezia that [Y],1
The [X] saw at Club that [Y],1
The [X] invited Anglophones and [Y],1
The [X] had a book that [Y],1
The [X] returned to west that [Y],1
The [X] became the leader but [Y],1
The [X] disrupted a sermon that [Y],1
The [X] headed desk until [Y],1
The [X] leaved the world that [Y],1
The [X] competed in competition that [Y],1
The [X] trained Jackson and [Y],1
The [X] bonded who [Y],1
The [X] told a site that [Y],1
The [X] panned the album that [Y],1
The [X] gave a review that [Y],1
The [X] participated the Garibaldi that [Y],1
The [X] began the Elegies that [Y],1
The [X] pointed to writing that [Y],1
The [X] said the series that [Y],1
The [X] acted with actor that [Y],1
The [X] asserted the metal that [Y],1
The [X] wrote the words that [Y],1
The [X] said introspective because [Y],1
The [X] was pissed because [Y],1
The [X] allowed summer if [Y],1
The [X] introduced Dorothy and [Y],1
The [X] moored on March that [Y],1
The [X] died at Monica that [Y],1
The [X] worked in Richmond that [Y],1
The [X] moved to Connecticut that [Y],1
The [X] published an algorithm that [Y],1
The [X] told Garfield that [Y],1
The [X] began the narrative that [Y],1
The [X] noted an power that [Y],1
The [X] received a prophecy that [Y],1
The [X] fathered a line that [Y],1
The [X] murdered the guards that [Y],1
The [X] skipped sessions and [Y],1
The [X] claimed after this that [Y],1
The [X] sued MIT that [Y],1
The [X] met as dancer that [Y],1
The [X] attended The College that [Y],1
The [X] distributed the book that [Y],1
The [X] drew the ear that [Y],1
The [X] focussed on questions that [Y],1
The [X] saw philosophers [Y],1
The [X] was the pilot and [Y],1
The [X] was of range that to speak [Y],1
The [X] started these One that [Y],1
The [X] instituted between emigrants that [Y],1
The [X] received revelations that [Y],1
The [X] moved against forces that to strike [Y],1
The [X] suggested to Muhammad that [Y],1
The [X] was the view that [Y],1
The [X] was funny because [Y],1
The [X] responded via Twitter that [Y],1
The [X] authorred books and [Y],1
The [X] told the location that [Y],1
The [X] posed an that that [Y],1
The [X] received a part that [Y],1
The [X] encouraged Scorsese [Y],1
The [X] came him whether [Y],1
The [X] was an departure [Y],1
The [X] was the company [Y],1
The [X] listed the aspects that [Y],1
The [X] told him after [Y],1
The [X] was the film that [Y],1
The [X] enrolled a degree that [Y],1
The [X] rejected this suggestion that [Y],1
The [X] replied the it that [Y],1
The [X] continued a title that [Y],1
The [X] ruled the Kingdom that [Y],1
The [X] was hereditary while [Y],1
The [X] claimed as bouncer that [Y],1
The [X] noticed the hairstyle that [Y],1
The [X] came lessons so [Y],1
The [X] called on Eliza that [Y],1
The [X] saw terror [Y],1
The [X] proved the element that [Y],1
The [X] captured Sinope although [Y],1
The [X] replied Trebizond before [Y],1
The [X] scaped to city that [Y],1
The [X] subjugated alive while [Y],1
The [X] introduced the word that [Y],1
The [X] marched the Maltepe that [Y],1
The [X] won all four that [Y],1
The [X] made an return that [Y],1
The [X] lost to Granville that [Y],1
The [X] played any tournaments that [Y],1
The [X] promised Gefjon as [Y],1
The [X] resigned on February that [Y],1
The [X] stated the day that [Y],1
The [X] resigned an escalation that [Y],1
The [X] announced on radio that [Y],1
The [X] declared in Mali that [Y],1
The [X] expressed the one as [Y],1
The [X] believed blind that [Y],1
The [X] used misogunia that [Y],1
The [X] argued misogynistic that [Y],1
The [X] blamed women and [Y],1
The [X] argued which that [Y],1
The [X] sought improve relations and [Y],1
The [X] resigned that which that [Y],1
The [X] alleged investors that [Y],1
The [X] bored responsibility but [Y],1
The [X] was a liberal that [Y],1
The [X] rebelled against government that [Y],1
The [X] convinced whom [Y],1
The [X] arrived in Spain that [Y],1
The [X] described Blakia that [Y],1
The [X] appointed able if [Y],1
The [X] noted in 1831 that [Y],1
The [X] found a minseach or [Y],1
The [X] convinced the tribes that [Y],1
The [X] ruled Morocco until [Y],1
The [X] worked in factory that [Y],1
The [X] found a home that [Y],1
The [X] found herself that [Y],1
The [X] was unenthusiastic but [Y],1
The [X] found herself [Y],1
The [X] continued attract attention [Y],1
The [X] leaved Hollywood [Y],1
The [X] took another hiatus that [Y],1
The [X] separated and [Y],1
The [X] continued relevance and [Y],1
The [X] was much for [Y],1
The [X] described evil as [Y],1
The [X] refused times as [Y],1
The [X] gave observations [Y],1
The [X] related half that [Y],1
The [X] pointed errors and [Y],1
The [X] began writing while [Y],1
The [X] published pastiches [Y],1
The [X] based the dictionary that [Y],1
The [X] attempted make it but [Y],1
The [X] chose a variety that [Y],1
The [X] decided against studio that [Y],1
The [X] did date that [Y],1
The [X] explained concept or [Y],1
The [X] ignored this and [Y],1
The [X] returned a petitions that [Y],1
The [X] found the Congress that [Y],1
The [X] attacked him and [Y],1
The [X] cautioned the Viceroy that [Y],1
The [X] opposed a constitution that [Y],1
The [X] started a while [Y],1
The [X] exchanged letters [Y],1
The [X] joined them and [Y],1
The [X] had a who [Y],1
The [X] believed contradictions and [Y],1
The [X] gave another reason that [Y],1
The [X] demanded nor [Y],1
The [X] began experiments although [Y],1
The [X] consulted the scholar that [Y],1
The [X] slept with women that [Y],1
The [X] approved of notion that [Y],1
The [X] departed Nara [Y],1
The [X] applied a swordmaster as [Y],1
The [X] leaved Edo [Y],1
The [X] seemed homogeneous that [Y],1
The [X] returned to Palermo that [Y],1
The [X] expressed disapproval [Y],1
The [X] said examine existence that [Y],1
The [X] claimed in December that [Y],1
The [X] called Manson that [Y],1
The [X] commended savvy [Y],1
The [X] was a visionary because [Y],1
The [X] returned classes [Y],1
The [X] reminisced that him that [Y],1
The [X] ran for seat that [Y],1
The [X] supported the goal that [Y],1
The [X] moved Main [Y],1
The [X] involved group and [Y],1
The [X] wrote use [Y],1
The [X] arrived in Emilia that [Y],1
The [X] moved a which that [Y],1
The [X] flew to Capri that [Y],1
The [X] appeared at fundraiser that [Y],1
The [X] expressed appreciation & [Y],1
The [X] exhibited with artists that [Y],1
The [X] began teaching life [Y],1
The [X] made drawings but [Y],1
The [X] showed symptoms [Y],1
The [X] concluded the one that [Y],1
The [X] chose the wives that [Y],1
The [X] launched the intellectuals and [Y],1
The [X] launched the Movement that [Y],1
The [X] visited Tianjin and [Y],1
The [X] joined the Movement that [Y],1
The [X] disagreed the little that [Y],1
The [X] viewed the Communists that [Y],1
The [X] revived the GLF that [Y],1
The [X] concerned about deaths that [Y],1
The [X] noted dismissive that [Y],1
The [X] opined a criminal that [Y],1
The [X] freed China but [Y],1
The [X] emphasised ruthlessness that [Y],1
The [X] wrote on strategy that [Y],1
The [X] told Snow that [Y],1
The [X] appeared to top that [Y],1
The [X] wrote Kalashnikov that [Y],1
The [X] painted Kreis [Y],1
The [X] thought which that [Y],1
The [X] became the voice [Y],1
The [X] said the what or [Y],1
The [X] entered Hall [Y],1
The [X] completed a process but [Y],1
The [X] moved to Toronto that [Y],1
The [X] reported a use that [Y],1
The [X] said interested and [Y],1
The [X] produced The Aviator that [Y],1
The [X] directed the adaptation that [Y],1
The [X] made an person that [Y],1
The [X] reached adulthood [Y],1
The [X] fled to Midian that [Y],1
The [X] led the Israelites that [Y],1
The [X] set me [Y],1
The [X] noted trustworthy that [Y],1
The [X] ascended the Paradise that [Y],1
The [X] met the Berkeley that [Y],1
The [X] approved the program that [Y],1
The [X] said the friend that [Y],1
The [X] stirred important [Y],1
The [X] told of laundry that [Y],1
The [X] learnt the that that [Y],1
The [X] informed Pash that [Y],1
The [X] instructed ready that [Y],1
The [X] denied the crucifixion that [Y],1
The [X] stated the saint that [Y],1
The [X] argued the need that [Y],1
The [X] acknowledged the husband that [Y],1
The [X] stated the pacifists that [Y],1
The [X] argued culture that [Y],1
The [X] appeared appearances and [Y],1
The [X] reminded Uthman [Y],1
The [X] showed possible that [Y],1
The [X] cautioned hard that [Y],1
The [X] joined the Division that [Y],1
The [X] introduced the average and [Y],1
The [X] wrote on Depression that [Y],1
The [X] admitted the cost that [Y],1
The [X] did state that [Y],1
The [X] said guilty that [Y],1
The [X] informed Bhishma that [Y],1
The [X] blamed woes though [Y],1
The [X] wrote of masses that [Y],1
The [X] began teaching history while [Y],1
The [X] soured views and [Y],1
The [X] survived the war that [Y],1
The [X] died in 1917 that [Y],1
The [X] was a reviewer and [Y],1
The [X] told Febvre [Y],1
The [X] suggested unlike College that [Y],1
The [X] possessed none [Y],1
The [X] was bored as [Y],1
The [X] believed the indication that [Y],1
The [X] condemned impossible [Y],1
The [X] held Febvre [Y],1
The [X] condemned the mania that [Y],1
The [X] condemned the school that [Y],1
The [X] suggested the subjects that [Y],1
The [X] was reserved that [Y],1
The [X] spoke an manner that [Y],1
The [X] started in language that programming [Y],1
The [X] was between projects that to work [Y],1
The [X] characterized design and [Y],1
The [X] enjoyed Adventure and [Y],1
The [X] finished the engine that [Y],1
The [X] found creative and [Y],1
The [X] considered the best and [Y],1
The [X] enjoyed the animation that [Y],1
The [X] found the derivative that [Y],1
The [X] noted flaws but [Y],1
The [X] compared but [Y],1
The [X] admitted mistakes and [Y],1
The [X] used the engine that [Y],1
The [X] acted the Palmer that [Y],1
The [X] learnt from rolls that [Y],1
The [X] worked with Marxes that [Y],1
The [X] was ignored what [Y],1
The [X] took amount and [Y],1
The [X] worked in England that [Y],1
The [X] scored The score and [Y],1
The [X] was a dancer [Y],1
The [X] showed the potential that [Y],1
The [X] waited the it that [Y],1
The [X] showed a love that [Y],1
The [X] used a process that [Y],1
The [X] described challenges and [Y],1
The [X] claimed the method that [Y],1
The [X] rejected the claim that [Y],1
The [X] accompanied suspect as [Y],1
The [X] sent a book that [Y],1
The [X] set a circuit that [Y],1
The [X] used the principles that [Y],1
The [X] discovered a repulsion that [Y],1
The [X] became the Professor [Y],1
The [X] lost power and [Y],1
The [X] contracted a case that [Y],1
The [X] was schooled [Y],1
The [X] began instruct senators [Y],1
The [X] convinced Fraser that [Y],1
The [X] appointed governor [Y],1
The [X] participated in campaigns that [Y],1
The [X] related join Octavian that [Y],1
The [X] was armed which [Y],1
The [X] settled in Egypt that [Y],1
The [X] elaborated that [Y],1
